Source,Target,Weight
CYP51,CYP658,0.01
CYP51,CYP66,0.005
CYP51,CYP661,0.005
CYP51,CYP663,0.005
CYP51,CYP666,0.01
CYP51,CYP671,0.015
CYP51,CYP672,0.01
CYP51,CYP673,0.005
CYP51,CYP675,0.015
CYP51,CYP676,0.005
CYP51,CYP677,0.02
CYP51,CYP68,0.01
CYP51,CYP680,0.005
CYP51,CYP682,0.01
CYP51,CYP684,0.03
CYP51,CYP687,0.01
CYP51,CYP699,0.005
CYP51,New_family_1,0.005
CYP51,New_family_10,0.005
CYP51,New_family_11,0.005
CYP51,New_family_12,0.005
CYP51,New_family_13,0.005
CYP51,New_family_14,0.005
CYP51,New_family_15,0.005
CYP51,New_family_16,0.005
CYP51,New_family_17,0.005
CYP51,New_family_18,0.005
CYP51,New_family_19,0.01
CYP51,New_family_2,0.005
CYP51,New_family_20,0.01
CYP51,New_family_21,0.01
CYP51,New_family_22,0.01
CYP51,New_family_23,0.005
CYP51,New_family_24,0.005
CYP51,New_family_25,0.01
CYP51,New_family_26,0.24
CYP51,New_family_27,0.04
CYP51,New_family_28,0.01
CYP51,New_family_29,0.005
CYP51,New_family_3,0.01
CYP51,New_family_30,0.01
CYP51,New_family_4,0.01
CYP51,New_family_5,0.01
CYP51,New_family_6,0.01
CYP51,New_family_7,0.005
CYP51,New_family_8,0.005
CYP51,New_family_9,0.005
CYP5103,CYP504,0.005
CYP5103,CYP5046,0.005
CYP5103,CYP505,0.005
CYP5103,CYP5050,0.005
CYP5103,CYP5053,0.005
CYP5103,CYP5063,0.005
CYP5103,CYP5076,0.005
CYP5103,CYP5080,0.005
CYP5103,CYP5093,0.005
CYP5103,CYP51,0.005
CYP5103,CYP5127,0.005
CYP5103,CYP5128,0.005
CYP5103,CYP52,0.005
CYP5103,CYP5238,0.005
CYP5103,CYP5259,0.005
CYP5103,CYP527,0.005
CYP5103,CYP53,0.005
CYP5103,CYP530,0.005
CYP5103,CYP5301,0.005
CYP5103,CYP5307,0.005
CYP5103,CYP532,0.005
CYP5103,CYP535,0.005
CYP5103,CYP539,0.005
CYP5103,CYP540,0.005
CYP5103,CYP543,0.005
CYP5103,CYP545,0.005
CYP5103,CYP547,0.005
CYP5103,CYP548,0.005
CYP5103,CYP552,0.005
CYP5103,CYP56,0.005
CYP5103,CYP561,0.005
CYP5103,CYP567,0.005
CYP5103,CYP570,0.005
CYP5103,CYP572,0.005
CYP5103,CYP573,0.005
CYP5103,CYP576,0.005
CYP5103,CYP584,0.005
CYP5103,CYP585,0.005
CYP5103,CYP59,0.005
CYP5103,CYP595,0.005
CYP5103,CYP6001,0.005
CYP5103,CYP6004,0.005
CYP5103,CYP61,0.005
CYP5103,CYP617,0.005
CYP5103,CYP619,0.005
CYP5103,CYP62,0.005
CYP5103,CYP620,0.005
CYP5103,CYP629,0.005
CYP5103,CYP630,0.005
CYP5103,CYP65,0.005
CYP5103,CYP654,0.005
CYP5103,CYP671,0.005
CYP5103,CYP673,0.005
CYP5103,CYP675,0.005
CYP5103,CYP677,0.005
CYP5103,CYP680,0.005
CYP5103,CYP682,0.005
CYP5103,CYP684,0.005
CYP5103,New_family_12,0.005
CYP5103,New_family_13,0.005
CYP5103,New_family_14,0.005
CYP5103,New_family_15,0.005
CYP5103,New_family_16,0.005
CYP5103,New_family_17,0.005
CYP5104,CYP504,0.01
CYP5104,CYP505,0.01
CYP5104,CYP5050,0.01
CYP5104,CYP5053,0.01
CYP5104,CYP5078,0.01
CYP5104,CYP5093,0.01
CYP5104,CYP51,0.01
CYP5104,CYP5189,0.01
CYP5104,CYP5190,0.01
CYP5104,CYP5196,0.01
CYP5104,CYP52,0.01
CYP5104,CYP53,0.01
CYP5104,CYP530,0.01
CYP5104,CYP5305,0.01
CYP5104,CYP532,0.01
CYP5104,CYP534,0.01
CYP5104,CYP536,0.01
CYP5104,CYP539,0.01
CYP5104,CYP543,0.01
CYP5104,CYP548,0.01
CYP5104,CYP55,0.01
CYP5104,CYP570,0.01
CYP5104,CYP578,0.01
CYP5104,CYP584,0.01
CYP5104,CYP59,0.01
CYP5104,CYP596,0.01
CYP5104,CYP6,0.01
CYP5104,CYP6001,0.01
CYP5104,CYP61,0.01
CYP5104,CYP617,0.01
CYP5104,CYP619,0.01
CYP5104,CYP62,0.01
CYP5104,CYP630,0.01
CYP5104,CYP65,0.01
CYP5104,CYP677,0.01
CYP5104,CYP684,0.01
CYP5104,CYP687,0.01
CYP5104,New_family_3,0.01
CYP5104,New_family_4,0.01
CYP5104,New_family_5,0.01
CYP5104,New_family_6,0.01
CYP5105,CYP504,0.01
CYP5105,CYP5042,0.01
CYP5105,CYP5046,0.005
CYP5105,CYP505,0.01
CYP5105,CYP5050,0.005
CYP5105,CYP5061,0.01
CYP5105,CYP5062,0.01
CYP5105,CYP5066,0.01
CYP5105,CYP5068,0.005
CYP5105,CYP5075,0.01
CYP5105,CYP5080,0.01
CYP5105,CYP5087,0.01
CYP5105,CYP5089,0.01
CYP5105,CYP5095,0.01
CYP5105,CYP5096,0.01
CYP5105,CYP51,0.01
CYP5105,CYP5108,0.005
CYP5105,CYP5111,0.01
CYP5105,CYP5113,0.005
CYP5105,CYP5114,0.01
CYP5105,CYP5119,0.01
CYP5105,CYP5125,0.01
CYP5105,CYP5168,0.005
CYP5105,CYP5171,0.01
CYP5105,CYP5176,0.01
CYP5105,CYP5179,0.005
CYP5105,CYP5183,0.005
CYP5105,CYP52,0.01
CYP5105,CYP5275,0.01
CYP5105,CYP5282,0.005
CYP5105,CYP5294,0.005
CYP5105,CYP53,0.01
CYP5105,CYP530,0.01
CYP5105,CYP537,0.01
CYP5105,CYP539,0.01
CYP5105,CYP540,0.01
CYP5105,CYP541,0.01
CYP5105,CYP548,0.01
CYP5105,CYP551,0.01
CYP5105,CYP552,0.01
CYP5105,CYP567,0.01
CYP5105,CYP572,0.005
CYP5105,CYP573,0.01
CYP5105,CYP576,0.01
CYP5105,CYP578,0.01
CYP5105,CYP58,0.01
CYP5105,CYP584,0.01
CYP5105,CYP586,0.01
CYP5105,CYP59,0.01
CYP5105,CYP6,0.005
CYP5105,CYP6001,0.01
CYP5105,CYP61,0.01
CYP5105,CYP613,0.01
CYP5105,CYP617,0.01
CYP5105,CYP619,0.01
CYP5105,CYP620,0.01
CYP5105,CYP627,0.01
CYP5105,CYP628,0.01
CYP5105,CYP630,0.01
CYP5105,CYP631,0.01
CYP5105,CYP646,0.01
CYP5105,CYP65,0.01
CYP5105,CYP655,0.01
CYP5105,CYP657,0.01
CYP5105,CYP658,0.01
CYP5105,CYP661,0.005
CYP5105,CYP663,0.005
CYP5105,CYP666,0.01
CYP5105,CYP671,0.01
CYP5105,CYP672,0.01
CYP5105,CYP675,0.01
CYP5105,CYP676,0.005
CYP5105,CYP68,0.01
CYP5105,CYP682,0.005
CYP5105,CYP684,0.01
CYP5105,New_family_19,0.01
CYP5105,New_family_20,0.01
CYP5105,New_family_21,0.01
CYP5105,New_family_22,0.01
CYP5105,New_family_23,0.005
CYP5105,New_family_24,0.005
CYP5105,New_family_25,0.01
CYP5108,CYP504,0.005
CYP5108,CYP5042,0.005
CYP5108,CYP505,0.005
CYP5108,CYP5061,0.005
CYP5108,CYP5062,0.005
CYP5108,CYP5066,0.005
CYP5108,CYP5068,0.005
CYP5108,CYP5075,0.005
CYP5108,CYP5080,0.005
CYP5108,CYP5087,0.005
CYP5108,CYP5089,0.005
CYP5108,CYP5095,0.005
CYP5108,CYP5096,0.005
CYP5108,CYP51,0.005
CYP5108,CYP5105,0.005
CYP5108,CYP5111,0.005
CYP5108,CYP5114,0.005
CYP5108,CYP5119,0.005
CYP5108,CYP5125,0.005
CYP5108,CYP5171,0.005
CYP5108,CYP5176,0.005
CYP5108,CYP52,0.005
CYP5108,CYP5275,0.005
CYP5108,CYP5282,0.005
CYP5108,CYP53,0.005
CYP5108,CYP530,0.005
CYP5108,CYP537,0.005
CYP5108,CYP539,0.005
CYP5108,CYP540,0.005
CYP5108,CYP541,0.005
CYP5108,CYP548,0.005
CYP5108,CYP551,0.005
CYP5108,CYP552,0.005
CYP5108,CYP567,0.005
CYP5108,CYP572,0.005
CYP5108,CYP573,0.005
CYP5108,CYP576,0.005
CYP5108,CYP578,0.005
CYP5108,CYP58,0.005
CYP5108,CYP584,0.005
CYP5108,CYP586,0.005
CYP5108,CYP59,0.005
CYP5108,CYP6001,0.005
CYP5108,CYP61,0.005
CYP5108,CYP613,0.005
CYP5108,CYP617,0.005
CYP5108,CYP619,0.005
CYP5108,CYP620,0.005
CYP5108,CYP627,0.005
CYP5108,CYP628,0.005
CYP5108,CYP630,0.005
CYP5108,CYP631,0.005
CYP5108,CYP646,0.005
CYP5108,CYP65,0.005
CYP5108,CYP655,0.005
CYP5108,CYP657,0.005
CYP5108,CYP658,0.005
CYP5108,CYP663,0.005
CYP5108,CYP666,0.005
CYP5108,CYP671,0.005
CYP5108,CYP672,0.005
CYP5108,CYP675,0.005
CYP5108,CYP676,0.005
CYP5108,CYP68,0.005
CYP5108,CYP684,0.005
CYP5108,New_family_19,0.005
CYP5108,New_family_20,0.005
CYP5108,New_family_21,0.005
CYP5108,New_family_22,0.005
CYP5108,New_family_23,0.005
CYP5108,New_family_24,0.005
CYP5108,New_family_25,0.005
CYP5111,CYP504,0.01
CYP5111,CYP5042,0.01
CYP5111,CYP5046,0.005
CYP5111,CYP505,0.01
CYP5111,CYP5050,0.005
CYP5111,CYP5061,0.01
CYP5111,CYP5062,0.01
CYP5111,CYP5066,0.01
CYP5111,CYP5068,0.005
CYP5111,CYP5075,0.01
CYP5111,CYP5080,0.01
CYP5111,CYP5087,0.01
CYP5111,CYP5089,0.01
CYP5111,CYP5095,0.01
CYP5111,CYP5096,0.01
CYP5111,CYP51,0.01
CYP5111,CYP5105,0.01
CYP5111,CYP5108,0.005
CYP5111,CYP5113,0.005
CYP5111,CYP5114,0.01
CYP5111,CYP5119,0.01
CYP5111,CYP5125,0.01
CYP5111,CYP5168,0.005
CYP5111,CYP5171,0.01
CYP5111,CYP5176,0.01
CYP5111,CYP5179,0.005
CYP5111,CYP5183,0.005
CYP5111,CYP52,0.01
CYP5111,CYP5275,0.01
CYP5111,CYP5282,0.005
CYP5111,CYP5294,0.005
CYP5111,CYP53,0.01
CYP5111,CYP530,0.01
CYP5111,CYP537,0.01
CYP5111,CYP539,0.01
CYP5111,CYP540,0.01
CYP5111,CYP541,0.01
CYP5111,CYP548,0.01
CYP5111,CYP551,0.01
CYP5111,CYP552,0.01
CYP5111,CYP567,0.01
CYP5111,CYP572,0.005
CYP5111,CYP573,0.01
CYP5111,CYP576,0.01
CYP5111,CYP578,0.01
CYP5111,CYP58,0.01
CYP5111,CYP584,0.01
CYP5111,CYP586,0.01
CYP5111,CYP59,0.01
CYP5111,CYP6,0.005
CYP5111,CYP6001,0.01
CYP5111,CYP61,0.01
CYP5111,CYP613,0.01
CYP5111,CYP617,0.01
CYP5111,CYP619,0.01
CYP5111,CYP620,0.01
CYP5111,CYP627,0.01
CYP5111,CYP628,0.01
CYP5111,CYP630,0.01
CYP5111,CYP631,0.01
CYP5111,CYP646,0.01
CYP5111,CYP65,0.01
CYP5111,CYP655,0.01
CYP5111,CYP657,0.01
CYP5111,CYP658,0.01
CYP5111,CYP661,0.005
CYP5111,CYP663,0.005
CYP5111,CYP666,0.01
CYP5111,CYP671,0.01
CYP5111,CYP672,0.01
CYP5111,CYP675,0.01
CYP5111,CYP676,0.005
CYP5111,CYP68,0.01
CYP5111,CYP682,0.005
CYP5111,CYP684,0.01
CYP5111,New_family_19,0.01
CYP5111,New_family_20,0.01
CYP5111,New_family_21,0.01
CYP5111,New_family_22,0.01
CYP5111,New_family_23,0.005
CYP5111,New_family_24,0.005
CYP5111,New_family_25,0.01
CYP5113,CYP504,0.005
CYP5113,CYP5042,0.005
CYP5113,CYP5046,0.005
CYP5113,CYP505,0.005
CYP5113,CYP5050,0.005
CYP5113,CYP5061,0.005
CYP5113,CYP5062,0.005
CYP5113,CYP5066,0.005
CYP5113,CYP5075,0.005
CYP5113,CYP5080,0.005
CYP5113,CYP5087,0.005
CYP5113,CYP5089,0.005
CYP5113,CYP5095,0.005
CYP5113,CYP5096,0.005
CYP5113,CYP51,0.005
CYP5113,CYP5105,0.005
CYP5113,CYP5111,0.005
CYP5113,CYP5114,0.005
CYP5113,CYP5119,0.005
CYP5113,CYP5125,0.005
CYP5113,CYP5168,0.005
CYP5113,CYP5171,0.005
CYP5113,CYP5176,0.005
CYP5113,CYP5179,0.005
CYP5113,CYP5183,0.005
CYP5113,CYP52,0.005
CYP5113,CYP5275,0.005
CYP5113,CYP5294,0.005
CYP5113,CYP53,0.005
CYP5113,CYP530,0.005
CYP5113,CYP537,0.005
CYP5113,CYP539,0.005
CYP5113,CYP540,0.005
CYP5113,CYP541,0.005
CYP5113,CYP548,0.005
CYP5113,CYP551,0.005
CYP5113,CYP552,0.005
CYP5113,CYP567,0.005
CYP5113,CYP573,0.005
CYP5113,CYP576,0.005
CYP5113,CYP578,0.005
CYP5113,CYP58,0.005
CYP5113,CYP584,0.005
CYP5113,CYP586,0.005
CYP5113,CYP59,0.005
CYP5113,CYP6,0.005
CYP5113,CYP6001,0.005
CYP5113,CYP61,0.005
CYP5113,CYP613,0.005
CYP5113,CYP617,0.005
CYP5113,CYP619,0.005
CYP5113,CYP620,0.005
CYP5113,CYP627,0.005
CYP5113,CYP628,0.005
CYP5113,CYP630,0.005
CYP5113,CYP631,0.005
CYP5113,CYP646,0.005
CYP5113,CYP65,0.005
CYP5113,CYP655,0.005
CYP5113,CYP657,0.005
CYP5113,CYP658,0.005
CYP5113,CYP661,0.005
CYP5113,CYP666,0.005
CYP5113,CYP671,0.005
CYP5113,CYP672,0.005
CYP5113,CYP675,0.005
CYP5113,CYP68,0.005
CYP5113,CYP682,0.005
CYP5113,CYP684,0.005
CYP5113,New_family_19,0.005
CYP5113,New_family_20,0.005
CYP5113,New_family_21,0.005
CYP5113,New_family_22,0.005
CYP5113,New_family_25,0.005
CYP5114,CYP504,0.01
CYP5114,CYP5042,0.01
CYP5114,CYP5046,0.005
CYP5114,CYP505,0.01
CYP5114,CYP5050,0.005
CYP5114,CYP5061,0.01
CYP5114,CYP5062,0.01
CYP5114,CYP5066,0.01
CYP5114,CYP5068,0.005
CYP5114,CYP5075,0.01
CYP5114,CYP5080,0.01
CYP5114,CYP5087,0.01
CYP5114,CYP5089,0.01
CYP5114,CYP5095,0.01
CYP5114,CYP5096,0.01
CYP5114,CYP51,0.01
CYP5114,CYP5105,0.01
CYP5114,CYP5108,0.005
CYP5114,CYP5111,0.01
CYP5114,CYP5113,0.005
CYP5114,CYP5119,0.01
CYP5114,CYP5125,0.01
CYP5114,CYP5168,0.005
CYP5114,CYP5171,0.01
CYP5114,CYP5176,0.01
CYP5114,CYP5179,0.005
CYP5114,CYP5183,0.005
CYP5114,CYP52,0.01
CYP5114,CYP5275,0.01
CYP5114,CYP5282,0.005
CYP5114,CYP5294,0.005
CYP5114,CYP53,0.01
CYP5114,CYP530,0.01
CYP5114,CYP537,0.01
CYP5114,CYP539,0.01
CYP5114,CYP540,0.01
CYP5114,CYP541,0.01
CYP5114,CYP548,0.01
CYP5114,CYP551,0.01
CYP5114,CYP552,0.01
CYP5114,CYP567,0.01
CYP5114,CYP572,0.005
CYP5114,CYP573,0.01
CYP5114,CYP576,0.01
CYP5114,CYP578,0.01
CYP5114,CYP58,0.01
CYP5114,CYP584,0.01
CYP5114,CYP586,0.01
CYP5114,CYP59,0.01
CYP5114,CYP6,0.005
CYP5114,CYP6001,0.01
CYP5114,CYP61,0.01
CYP5114,CYP613,0.01
CYP5114,CYP617,0.01
CYP5114,CYP619,0.01
CYP5114,CYP620,0.01
CYP5114,CYP627,0.01
CYP5114,CYP628,0.01
CYP5114,CYP630,0.01
CYP5114,CYP631,0.01
CYP5114,CYP646,0.01
CYP5114,CYP65,0.01
CYP5114,CYP655,0.01
CYP5114,CYP657,0.01
CYP5114,CYP658,0.01
CYP5114,CYP661,0.005
CYP5114,CYP663,0.005
CYP5114,CYP666,0.01
CYP5114,CYP671,0.01
CYP5114,CYP672,0.01
CYP5114,CYP675,0.01
CYP5114,CYP676,0.005
CYP5114,CYP68,0.01
CYP5114,CYP682,0.005
CYP5114,CYP684,0.01
CYP5114,New_family_19,0.01
CYP5114,New_family_20,0.01
CYP5114,New_family_21,0.01
CYP5114,New_family_22,0.01
CYP5114,New_family_23,0.005
CYP5114,New_family_24,0.005
CYP5114,New_family_25,0.01
CYP5119,CYP504,0.01
CYP5119,CYP5042,0.01
CYP5119,CYP5046,0.005
CYP5119,CYP505,0.01
CYP5119,CYP5050,0.005
CYP5119,CYP5061,0.01
CYP5119,CYP5062,0.01
CYP5119,CYP5066,0.01
CYP5119,CYP5068,0.005
CYP5119,CYP5075,0.01
CYP5119,CYP5080,0.01
CYP5119,CYP5087,0.01
CYP5119,CYP5089,0.01
CYP5119,CYP5095,0.01
CYP5119,CYP5096,0.01
CYP5119,CYP51,0.01
CYP5119,CYP5105,0.01
CYP5119,CYP5108,0.005
CYP5119,CYP5111,0.01
CYP5119,CYP5113,0.005
CYP5119,CYP5114,0.01
CYP5119,CYP5125,0.01
CYP5119,CYP5168,0.005
CYP5119,CYP5171,0.01
CYP5119,CYP5176,0.01
CYP5119,CYP5179,0.005
CYP5119,CYP5183,0.005
CYP5119,CYP52,0.01
CYP5119,CYP5275,0.01
CYP5119,CYP5282,0.005
CYP5119,CYP5294,0.005
CYP5119,CYP53,0.01
CYP5119,CYP530,0.01
CYP5119,CYP537,0.01
CYP5119,CYP539,0.01
CYP5119,CYP540,0.01
CYP5119,CYP541,0.01
CYP5119,CYP548,0.01
CYP5119,CYP551,0.01
CYP5119,CYP552,0.01
CYP5119,CYP567,0.01
CYP5119,CYP572,0.005
CYP5119,CYP573,0.01
CYP5119,CYP576,0.01
CYP5119,CYP578,0.01
CYP5119,CYP58,0.01
CYP5119,CYP584,0.01
CYP5119,CYP586,0.01
CYP5119,CYP59,0.01
CYP5119,CYP6,0.005
CYP5119,CYP6001,0.01
CYP5119,CYP61,0.01
CYP5119,CYP613,0.01
CYP5119,CYP617,0.01
CYP5119,CYP619,0.01
CYP5119,CYP620,0.01
CYP5119,CYP627,0.01
CYP5119,CYP628,0.01
CYP5119,CYP630,0.01
CYP5119,CYP631,0.01
CYP5119,CYP646,0.01
CYP5119,CYP65,0.01
CYP5119,CYP655,0.01
CYP5119,CYP657,0.01
CYP5119,CYP658,0.01
CYP5119,CYP661,0.005
CYP5119,CYP663,0.005
CYP5119,CYP666,0.01
CYP5119,CYP671,0.01
CYP5119,CYP672,0.01
CYP5119,CYP675,0.01
CYP5119,CYP676,0.005
CYP5119,CYP68,0.01
CYP5119,CYP682,0.005
CYP5119,CYP684,0.01
CYP5119,New_family_19,0.01
CYP5119,New_family_20,0.01
CYP5119,New_family_21,0.01
CYP5119,New_family_22,0.01
CYP5119,New_family_23,0.005
CYP5119,New_family_24,0.005
CYP5119,New_family_25,0.01
CYP5125,CYP504,0.01
CYP5125,CYP5042,0.01
CYP5125,CYP5046,0.005
CYP5125,CYP505,0.01
CYP5125,CYP5050,0.005
CYP5125,CYP5061,0.01
CYP5125,CYP5062,0.01
CYP5125,CYP5066,0.01
CYP5125,CYP5068,0.005
CYP5125,CYP5075,0.01
CYP5125,CYP5080,0.01
CYP5125,CYP5087,0.01
CYP5125,CYP5089,0.01
CYP5125,CYP5095,0.01
CYP5125,CYP5096,0.01
CYP5125,CYP51,0.01
CYP5125,CYP5105,0.01
CYP5125,CYP5108,0.005
CYP5125,CYP5111,0.01
CYP5125,CYP5113,0.005
CYP5125,CYP5114,0.01
CYP5125,CYP5119,0.01
CYP5125,CYP5168,0.005
CYP5125,CYP5171,0.01
CYP5125,CYP5176,0.01
CYP5125,CYP5179,0.005
CYP5125,CYP5183,0.005
CYP5125,CYP52,0.01
CYP5125,CYP5275,0.01
CYP5125,CYP5282,0.005
CYP5125,CYP5294,0.005
CYP5125,CYP53,0.01
CYP5125,CYP530,0.01
CYP5125,CYP537,0.01
CYP5125,CYP539,0.01
CYP5125,CYP540,0.01
CYP5125,CYP541,0.01
CYP5125,CYP548,0.01
CYP5125,CYP551,0.01
CYP5125,CYP552,0.01
CYP5125,CYP567,0.01
CYP5125,CYP572,0.005
CYP5125,CYP573,0.01
CYP5125,CYP576,0.01
CYP5125,CYP578,0.01
CYP5125,CYP58,0.01
CYP5125,CYP584,0.01
CYP5125,CYP586,0.01
CYP5125,CYP59,0.01
CYP5125,CYP6,0.005
CYP5125,CYP6001,0.01
CYP5125,CYP61,0.01
CYP5125,CYP613,0.01
CYP5125,CYP617,0.01
CYP5125,CYP619,0.01
CYP5125,CYP620,0.01
CYP5125,CYP627,0.01
CYP5125,CYP628,0.01
CYP5125,CYP630,0.01
CYP5125,CYP631,0.01
CYP5125,CYP646,0.01
CYP5125,CYP65,0.01
CYP5125,CYP655,0.01
CYP5125,CYP657,0.01
CYP5125,CYP658,0.01
CYP5125,CYP661,0.005
CYP5125,CYP663,0.005
CYP5125,CYP666,0.01
CYP5125,CYP671,0.01
CYP5125,CYP672,0.01
CYP5125,CYP675,0.01
CYP5125,CYP676,0.005
CYP5125,CYP68,0.01
CYP5125,CYP682,0.005
CYP5125,CYP684,0.01
CYP5125,New_family_19,0.01
CYP5125,New_family_20,0.01
CYP5125,New_family_21,0.01
CYP5125,New_family_22,0.01
CYP5125,New_family_23,0.005
CYP5125,New_family_24,0.005
CYP5125,New_family_25,0.01
CYP5127,CYP504,0.005
CYP5127,CYP5046,0.005
CYP5127,CYP505,0.005
CYP5127,CYP5050,0.005
CYP5127,CYP5053,0.005
CYP5127,CYP5063,0.005
CYP5127,CYP5076,0.005
CYP5127,CYP5080,0.005
CYP5127,CYP5093,0.005
CYP5127,CYP51,0.005
CYP5127,CYP5103,0.005
CYP5127,CYP5128,0.005
CYP5127,CYP52,0.005
CYP5127,CYP5238,0.005
CYP5127,CYP5259,0.005
CYP5127,CYP527,0.005
CYP5127,CYP53,0.005
CYP5127,CYP530,0.005
CYP5127,CYP5301,0.005
CYP5127,CYP5307,0.005
CYP5127,CYP532,0.005
CYP5127,CYP535,0.005
CYP5127,CYP539,0.005
CYP5127,CYP540,0.005
CYP5127,CYP543,0.005
CYP5127,CYP545,0.005
CYP5127,CYP547,0.005
CYP5127,CYP548,0.005
CYP5127,CYP552,0.005
CYP5127,CYP56,0.005
CYP5127,CYP561,0.005
CYP5127,CYP567,0.005
CYP5127,CYP570,0.005
CYP5127,CYP572,0.005
CYP5127,CYP573,0.005
CYP5127,CYP576,0.005
CYP5127,CYP584,0.005
CYP5127,CYP585,0.005
CYP5127,CYP59,0.005
CYP5127,CYP595,0.005
CYP5127,CYP6001,0.005
CYP5127,CYP6004,0.005
CYP5127,CYP61,0.005
CYP5127,CYP617,0.005
CYP5127,CYP619,0.005
CYP5127,CYP62,0.005
CYP5127,CYP620,0.005
CYP5127,CYP629,0.005
CYP5127,CYP630,0.005
CYP5127,CYP65,0.005
CYP5127,CYP654,0.005
CYP5127,CYP671,0.005
CYP5127,CYP673,0.005
CYP5127,CYP675,0.005
CYP5127,CYP677,0.005
CYP5127,CYP680,0.005
CYP5127,CYP682,0.005
CYP5127,CYP684,0.005
CYP5127,New_family_12,0.005
CYP5127,New_family_13,0.005
CYP5127,New_family_14,0.005
CYP5127,New_family_15,0.005
CYP5127,New_family_16,0.005
CYP5127,New_family_17,0.005
CYP5128,CYP504,0.01
CYP5128,CYP5043,0.005
CYP5128,CYP5046,0.005
CYP5128,CYP505,0.01
CYP5128,CYP5050,0.005
CYP5128,CYP5053,0.005
CYP5128,CYP5063,0.005
CYP5128,CYP5076,0.005
CYP5128,CYP5078,0.005
CYP5128,CYP5080,0.005
CYP5128,CYP5093,0.01
CYP5128,CYP5095,0.005
CYP5128,CYP51,0.01
CYP5128,CYP5103,0.005
CYP5128,CYP5127,0.005
CYP5128,CYP5168,0.005
CYP5128,CYP52,0.01
CYP5128,CYP5238,0.005
CYP5128,CYP5259,0.005
CYP5128,CYP5268,0.005
CYP5128,CYP527,0.005
CYP5128,CYP53,0.01
CYP5128,CYP530,0.01
CYP5128,CYP5301,0.005
CYP5128,CYP5307,0.005
CYP5128,CYP5308,0.005
CYP5128,CYP531,0.005
CYP5128,CYP532,0.01
CYP5128,CYP535,0.005
CYP5128,CYP539,0.01
CYP5128,CYP540,0.01
CYP5128,CYP543,0.005
CYP5128,CYP544,0.005
CYP5128,CYP545,0.005
CYP5128,CYP547,0.01
CYP5128,CYP548,0.01
CYP5128,CYP552,0.005
CYP5128,CYP56,0.005
CYP5128,CYP561,0.005
CYP5128,CYP567,0.005
CYP5128,CYP570,0.005
CYP5128,CYP572,0.005
CYP5128,CYP573,0.01
CYP5128,CYP576,0.005
CYP5128,CYP578,0.005
CYP5128,CYP584,0.01
CYP5128,CYP585,0.005
CYP5128,CYP59,0.005
CYP5128,CYP595,0.005
CYP5128,CYP6001,0.01
CYP5128,CYP6004,0.005
CYP5128,CYP608,0.005
CYP5128,CYP61,0.01
CYP5128,CYP617,0.01
CYP5128,CYP619,0.01
CYP5128,CYP62,0.005
CYP5128,CYP620,0.005
CYP5128,CYP623,0.005
CYP5128,CYP629,0.005
CYP5128,CYP630,0.01
CYP5128,CYP65,0.01
CYP5128,CYP654,0.005
CYP5128,CYP671,0.005
CYP5128,CYP673,0.005
CYP5128,CYP675,0.005
CYP5128,CYP677,0.01
CYP5128,CYP680,0.005
CYP5128,CYP682,0.005
CYP5128,CYP684,0.005
CYP5128,New_family_12,0.005
CYP5128,New_family_13,0.005
CYP5128,New_family_14,0.005
CYP5128,New_family_15,0.005
CYP5128,New_family_16,0.005
CYP5128,New_family_17,0.005
CYP5128,New_family_18,0.005
CYP5137,CYP502,0.005
CYP5137,CYP5032,0.005
CYP5137,CYP5037,0.005
CYP5137,CYP51,0.005
CYP5137,CYP5139,0.005
CYP5137,CYP5140,0.005
CYP5137,CYP5141,0.005
CYP5137,CYP5145,0.005
CYP5137,CYP5148,0.005
CYP5137,CYP5150,0.005
CYP5137,CYP5151,0.005
CYP5137,CYP5152,0.005
CYP5137,CYP5156,0.005
CYP5137,CYP53,0.005
CYP5137,CYP61,0.005
CYP5137,CYP620,0.005
CYP5137,CYP63,0.005
CYP5137,CYP66,0.005
CYP5137,CYP699,0.005
CYP5137,New_family_10,0.005
CYP5137,New_family_11,0.005
CYP5137,New_family_7,0.005
CYP5137,New_family_8,0.005
CYP5137,New_family_9,0.005
CYP5139,CYP502,0.005
CYP5139,CYP5032,0.005
CYP5139,CYP5037,0.005
CYP5139,CYP51,0.005
CYP5139,CYP5137,0.005
CYP5139,CYP5140,0.005
CYP5139,CYP5141,0.005
CYP5139,CYP5145,0.005
CYP5139,CYP5148,0.005
CYP5139,CYP5150,0.005
CYP5139,CYP5151,0.005
CYP5139,CYP5152,0.005
CYP5139,CYP5156,0.005
CYP5139,CYP53,0.005
CYP5139,CYP61,0.005
CYP5139,CYP620,0.005
CYP5139,CYP63,0.005
CYP5139,CYP66,0.005
CYP5139,CYP699,0.005
CYP5139,New_family_10,0.005
CYP5139,New_family_11,0.005
CYP5139,New_family_7,0.005
CYP5139,New_family_8,0.005
CYP5139,New_family_9,0.005
CYP5140,CYP502,0.005
CYP5140,CYP5032,0.005
CYP5140,CYP5037,0.005
CYP5140,CYP51,0.005
CYP5140,CYP5137,0.005
CYP5140,CYP5139,0.005
CYP5140,CYP5141,0.005
CYP5140,CYP5145,0.005
CYP5140,CYP5148,0.005
CYP5140,CYP5150,0.005
CYP5140,CYP5151,0.005
CYP5140,CYP5152,0.005
CYP5140,CYP5156,0.005
