Source,Target,Weight
CYP185,CYP130,0.055
CYP185,CYP135,0.025
CYP185,CYP136,0.055
CYP185,CYP138,0.055
CYP185,CYP139,0.02
CYP185,CYP140,0.055
CYP185,CYP142,0.055
CYP185,CYP143,0.025
CYP185,CYP144,0.055
CYP185,CYP150,0.055
CYP185,CYP151,0.02
CYP185,CYP153,0.005
CYP185,CYP164,0.05
CYP185,CYP186,0.015
CYP185,CYP187,0.055
CYP185,CYP188,0.055
CYP185,CYP189,0.055
CYP185,CYP190,0.055
CYP185,CYP191,0.055
CYP185,CYP243,0.03
CYP185,CYP268,0.05
CYP185,CYP272,0.02
CYP185,CYP279,0.05
CYP185,CYP282,0.01
CYP185,CYP291,0.03
CYP185,CYP51,0.055
CYP185,New_family_1,0.055
CYP185,New_family_2,0.035
CYP185,New_family_3,0.01
CYP185,New_family_4,0.005
CYP185,New_family_5,0.01
CYP186,CYP105,0.015
CYP186,CYP107,0.015
CYP186,CYP108,0.015
CYP186,CYP123,0.015
CYP186,CYP124,0.015
CYP186,CYP125,0.015
CYP186,CYP126,0.015
CYP186,CYP130,0.015
CYP186,CYP135,0.015
CYP186,CYP136,0.015
CYP186,CYP138,0.015
CYP186,CYP140,0.015
CYP186,CYP142,0.015
CYP186,CYP144,0.015
CYP186,CYP150,0.015
CYP186,CYP151,0.015
CYP186,CYP164,0.015
CYP186,CYP185,0.015
CYP186,CYP187,0.015
CYP186,CYP188,0.015
CYP186,CYP189,0.015
CYP186,CYP190,0.015
CYP186,CYP191,0.015
CYP186,CYP268,0.015
CYP186,CYP279,0.01
CYP186,CYP51,0.015
CYP186,New_family_1,0.015
CYP186,New_family_3,0.01
CYP186,New_family_5,0.01
CYP187,CYP102,0.005
CYP187,CYP1027,0.015
CYP187,CYP1034,0.02
CYP187,CYP105,0.06
CYP187,CYP107,0.015
CYP187,CYP108,0.06
CYP187,CYP123,0.06
CYP187,CYP124,0.06
CYP187,CYP125,0.06
CYP187,CYP126,0.06
CYP187,CYP130,0.06
CYP187,CYP135,0.025
CYP187,CYP136,0.06
CYP187,CYP138,0.06
CYP187,CYP139,0.025
CYP187,CYP140,0.06
CYP187,CYP142,0.06
CYP187,CYP143,0.03
CYP187,CYP144,0.06
CYP187,CYP150,0.06
CYP187,CYP151,0.02
CYP187,CYP153,0.005
CYP187,CYP164,0.055
CYP187,CYP185,0.055
CYP187,CYP186,0.015
CYP187,CYP188,0.06
CYP187,CYP189,0.06
CYP187,CYP190,0.06
CYP187,CYP191,0.06
CYP187,CYP243,0.035
CYP187,CYP268,0.055
CYP187,CYP272,0.025
CYP187,CYP279,0.055
CYP187,CYP282,0.01
CYP187,CYP291,0.035
CYP187,CYP51,0.06
CYP187,New_family_1,0.06
CYP187,New_family_2,0.04
CYP187,New_family_3,0.01
CYP187,New_family_4,0.005
CYP187,New_family_5,0.01
CYP188,CYP102,0.005
CYP188,CYP1027,0.015
CYP188,CYP1034,0.02
CYP188,CYP105,0.06
CYP188,CYP107,0.015
CYP188,CYP108,0.06
CYP188,CYP123,0.06
CYP188,CYP124,0.06
CYP188,CYP125,0.06
CYP188,CYP126,0.06
CYP188,CYP130,0.06
CYP188,CYP135,0.025
CYP188,CYP136,0.06
CYP188,CYP138,0.06
CYP188,CYP139,0.025
CYP188,CYP140,0.06
CYP188,CYP142,0.06
CYP188,CYP143,0.03
CYP188,CYP144,0.06
CYP188,CYP150,0.06
CYP188,CYP151,0.02
CYP188,CYP153,0.005
CYP188,CYP164,0.055
CYP188,CYP185,0.055
CYP188,CYP186,0.015
CYP188,CYP187,0.06
CYP188,CYP189,0.06
CYP188,CYP190,0.06
CYP188,CYP191,0.06
CYP188,CYP243,0.035
CYP188,CYP268,0.055
CYP188,CYP272,0.025
CYP188,CYP279,0.055
CYP188,CYP282,0.01
CYP188,CYP291,0.035
CYP188,CYP51,0.06
CYP188,New_family_1,0.06
CYP188,New_family_2,0.04
CYP188,New_family_3,0.01
CYP188,New_family_4,0.005
CYP188,New_family_5,0.01
CYP189,CYP102,0.005
CYP189,CYP1027,0.015
CYP189,CYP1034,0.02
CYP189,CYP105,0.06
CYP189,CYP107,0.015
CYP189,CYP108,0.06
CYP189,CYP123,0.06
CYP189,CYP124,0.06
CYP189,CYP125,0.06
CYP189,CYP126,0.06
CYP189,CYP130,0.06
CYP189,CYP135,0.025
CYP189,CYP136,0.06
CYP189,CYP138,0.06
CYP189,CYP139,0.025
CYP189,CYP140,0.06
CYP189,CYP142,0.06
CYP189,CYP143,0.03
CYP189,CYP144,0.06
CYP189,CYP150,0.06
CYP189,CYP151,0.02
CYP189,CYP153,0.005
CYP189,CYP164,0.055
CYP189,CYP185,0.055
CYP189,CYP186,0.015
CYP189,CYP187,0.06
CYP189,CYP188,0.06
CYP189,CYP190,0.06
CYP189,CYP191,0.06
CYP189,CYP243,0.035
CYP189,CYP268,0.055
CYP189,CYP272,0.025
CYP189,CYP279,0.055
CYP189,CYP282,0.01
CYP189,CYP291,0.035
CYP189,CYP51,0.06
CYP189,New_family_1,0.06
CYP189,New_family_2,0.04
CYP189,New_family_3,0.01
CYP189,New_family_4,0.005
CYP189,New_family_5,0.01
CYP190,CYP102,0.005
CYP190,CYP1027,0.015
CYP190,CYP1034,0.02
CYP190,CYP105,0.06
CYP190,CYP107,0.015
CYP190,CYP108,0.06
CYP190,CYP123,0.06
CYP190,CYP124,0.06
CYP190,CYP125,0.06
CYP190,CYP126,0.06
CYP190,CYP130,0.06
CYP190,CYP135,0.025
CYP190,CYP136,0.06
CYP190,CYP138,0.06
CYP190,CYP139,0.025
CYP190,CYP140,0.06
CYP190,CYP142,0.06
CYP190,CYP143,0.03
CYP190,CYP144,0.06
CYP190,CYP150,0.06
CYP190,CYP151,0.02
CYP190,CYP153,0.005
CYP190,CYP164,0.055
CYP190,CYP185,0.055
CYP190,CYP186,0.015
CYP190,CYP187,0.06
CYP190,CYP188,0.06
CYP190,CYP189,0.06
CYP190,CYP191,0.06
CYP190,CYP243,0.035
CYP190,CYP268,0.055
CYP190,CYP272,0.025
CYP190,CYP279,0.055
CYP190,CYP282,0.01
CYP190,CYP291,0.035
CYP190,CYP51,0.06
CYP190,New_family_1,0.06
CYP190,New_family_2,0.04
CYP190,New_family_3,0.01
CYP190,New_family_4,0.005
CYP190,New_family_5,0.01
CYP191,CYP102,0.005
CYP191,CYP1027,0.015
CYP191,CYP1034,0.02
CYP191,CYP105,0.06
CYP191,CYP107,0.015
CYP191,CYP108,0.06
CYP191,CYP123,0.06
CYP191,CYP124,0.06
CYP191,CYP125,0.06
CYP191,CYP126,0.06
CYP191,CYP130,0.06
CYP191,CYP135,0.025
CYP191,CYP136,0.06
CYP191,CYP138,0.06
CYP191,CYP139,0.025
CYP191,CYP140,0.06
CYP191,CYP142,0.06
CYP191,CYP143,0.03
CYP191,CYP144,0.06
CYP191,CYP150,0.06
CYP191,CYP151,0.02
CYP191,CYP153,0.005
CYP191,CYP164,0.055
CYP191,CYP185,0.055
CYP191,CYP186,0.015
CYP191,CYP187,0.06
CYP191,CYP188,0.06
CYP191,CYP189,0.06
CYP191,CYP190,0.06
CYP191,CYP243,0.035
CYP191,CYP268,0.055
CYP191,CYP272,0.025
CYP191,CYP279,0.055
CYP191,CYP282,0.01
CYP191,CYP291,0.035
CYP191,CYP51,0.06
CYP191,New_family_1,0.06
CYP191,New_family_2,0.04
CYP191,New_family_3,0.01
CYP191,New_family_4,0.005
CYP191,New_family_5,0.01
CYP243,CYP1027,0.01
CYP243,CYP1034,0.02
CYP243,CYP105,0.035
CYP243,CYP108,0.035
CYP243,CYP123,0.035
CYP243,CYP124,0.035
CYP243,CYP125,0.035
CYP243,CYP126,0.035
CYP243,CYP130,0.035
CYP243,CYP136,0.035
CYP243,CYP138,0.035
CYP243,CYP139,0.025
CYP243,CYP140,0.035
CYP243,CYP142,0.035
CYP243,CYP143,0.03
CYP243,CYP144,0.035
CYP243,CYP150,0.035
CYP243,CYP153,0.005
CYP243,CYP164,0.035
CYP243,CYP185,0.03
CYP243,CYP187,0.035
CYP243,CYP188,0.035
CYP243,CYP189,0.035
CYP243,CYP190,0.035
CYP243,CYP191,0.035
CYP243,CYP268,0.035
CYP243,CYP272,0.025
CYP243,CYP279,0.035
CYP243,CYP291,0.035
CYP243,CYP51,0.035
CYP243,New_family_1,0.035
CYP243,New_family_2,0.035
CYP268,CYP102,0.005
CYP268,CYP1027,0.01
CYP268,CYP1034,0.02
CYP268,CYP105,0.055
CYP268,CYP107,0.015
CYP268,CYP108,0.055
CYP268,CYP123,0.055
CYP268,CYP124,0.055
CYP268,CYP125,0.055
CYP268,CYP126,0.055
CYP268,CYP130,0.055
CYP268,CYP135,0.02
CYP268,CYP136,0.055
CYP268,CYP138,0.055
CYP268,CYP139,0.025
CYP268,CYP140,0.055
CYP268,CYP142,0.055
CYP268,CYP143,0.03
CYP268,CYP144,0.055
CYP268,CYP150,0.055
CYP268,CYP151,0.02
CYP268,CYP153,0.005
CYP268,CYP164,0.05
CYP268,CYP185,0.05
CYP268,CYP186,0.015
CYP268,CYP187,0.055
CYP268,CYP188,0.055
CYP268,CYP189,0.055
CYP268,CYP190,0.055
CYP268,CYP191,0.055
CYP268,CYP243,0.035
CYP268,CYP272,0.025
CYP268,CYP279,0.05
CYP268,CYP282,0.005
CYP268,CYP291,0.035
CYP268,CYP51,0.055
CYP268,New_family_1,0.055
CYP268,New_family_2,0.035
CYP268,New_family_3,0.01
CYP268,New_family_5,0.01
CYP272,CYP1034,0.02
CYP272,CYP105,0.025
CYP272,CYP108,0.025
CYP272,CYP123,0.025
CYP272,CYP124,0.025
CYP272,CYP125,0.025
CYP272,CYP126,0.025
CYP272,CYP130,0.025
CYP272,CYP136,0.025
CYP272,CYP138,0.025
CYP272,CYP139,0.025
CYP272,CYP140,0.025
CYP272,CYP142,0.025
CYP272,CYP143,0.02
CYP272,CYP144,0.025
CYP272,CYP150,0.025
CYP272,CYP164,0.025
CYP272,CYP185,0.02
CYP272,CYP187,0.025
CYP272,CYP188,0.025
CYP272,CYP189,0.025
CYP272,CYP190,0.025
CYP272,CYP191,0.025
CYP272,CYP243,0.025
CYP272,CYP268,0.025
CYP272,CYP279,0.025
CYP272,CYP291,0.025
CYP272,CYP51,0.025
CYP272,New_family_1,0.025
CYP272,New_family_2,0.025
CYP279,CYP102,0.005
CYP279,CYP1027,0.015
CYP279,CYP1034,0.02
CYP279,CYP105,0.055
CYP279,CYP107,0.01
CYP279,CYP108,0.055
CYP279,CYP123,0.055
CYP279,CYP124,0.055
CYP279,CYP125,0.055
CYP279,CYP126,0.055
CYP279,CYP130,0.055
CYP279,CYP135,0.02
CYP279,CYP136,0.055
CYP279,CYP138,0.055
CYP279,CYP139,0.025
CYP279,CYP140,0.055
CYP279,CYP142,0.055
CYP279,CYP143,0.03
CYP279,CYP144,0.055
CYP279,CYP150,0.055
CYP279,CYP151,0.015
CYP279,CYP153,0.005
CYP279,CYP164,0.05
CYP279,CYP185,0.05
CYP279,CYP186,0.01
CYP279,CYP187,0.055
CYP279,CYP188,0.055
CYP279,CYP189,0.055
CYP279,CYP190,0.055
CYP279,CYP191,0.055
CYP279,CYP243,0.035
CYP279,CYP268,0.05
CYP279,CYP272,0.025
CYP279,CYP282,0.01
CYP279,CYP291,0.035
CYP279,CYP51,0.055
CYP279,New_family_1,0.055
CYP279,New_family_2,0.04
CYP279,New_family_3,0.01
CYP279,New_family_4,0.005
CYP279,New_family_5,0.01
CYP282,CYP102,0.005
CYP282,CYP1027,0.005
CYP282,CYP105,0.01
CYP282,CYP108,0.01
CYP282,CYP123,0.01
CYP282,CYP124,0.01
CYP282,CYP125,0.01
CYP282,CYP126,0.01
CYP282,CYP130,0.01
CYP282,CYP135,0.01
CYP282,CYP136,0.01
CYP282,CYP138,0.01
CYP282,CYP140,0.01
CYP282,CYP142,0.01
CYP282,CYP144,0.01
CYP282,CYP150,0.01
CYP282,CYP151,0.005
CYP282,CYP164,0.005
CYP282,CYP185,0.01
CYP282,CYP187,0.01
CYP282,CYP188,0.01
CYP282,CYP189,0.01
CYP282,CYP190,0.01
CYP282,CYP191,0.01
CYP282,CYP268,0.005
CYP282,CYP279,0.01
CYP282,CYP51,0.01
CYP282,New_family_1,0.01
CYP282,New_family_2,0.005
CYP282,New_family_4,0.005
CYP291,CYP1027,0.01
CYP291,CYP1034,0.02
CYP291,CYP105,0.035
CYP291,CYP108,0.035
CYP291,CYP123,0.035
CYP291,CYP124,0.035
CYP291,CYP125,0.035
CYP291,CYP126,0.035
CYP291,CYP130,0.035
CYP291,CYP136,0.035
CYP291,CYP138,0.035
CYP291,CYP139,0.025
CYP291,CYP140,0.035
CYP291,CYP142,0.035
CYP291,CYP143,0.03
CYP291,CYP144,0.035
CYP291,CYP150,0.035
CYP291,CYP153,0.005
CYP291,CYP164,0.035
CYP291,CYP185,0.03
CYP291,CYP187,0.035
CYP291,CYP188,0.035
CYP291,CYP189,0.035
CYP291,CYP190,0.035
CYP291,CYP191,0.035
CYP291,CYP243,0.035
CYP291,CYP268,0.035
CYP291,CYP272,0.025
CYP291,CYP279,0.035
CYP291,CYP51,0.035
CYP291,New_family_1,0.035
CYP291,New_family_2,0.035
CYP51,CYP102,0.005
CYP51,CYP1027,0.015
CYP51,CYP1034,0.02
CYP51,CYP105,0.06
CYP51,CYP107,0.015
CYP51,CYP108,0.06
CYP51,CYP121,0.185
CYP51,CYP123,0.235
CYP51,CYP124,0.245
CYP51,CYP125,0.08
CYP51,CYP126,0.075
CYP51,CYP128,0.185
CYP51,CYP130,0.22
CYP51,CYP135,0.21
CYP51,CYP136,0.245
CYP51,CYP137,0.185
CYP51,CYP138,0.245
CYP51,CYP139,0.21
CYP51,CYP140,0.245
CYP51,CYP141,0.16
CYP51,CYP142,0.235
CYP51,CYP143,0.215
CYP51,CYP144,0.245
CYP51,CYP150,0.06
CYP51,CYP151,0.02
CYP51,CYP153,0.005
CYP51,CYP164,0.055
CYP51,CYP185,0.055
CYP51,CYP186,0.015
CYP51,CYP187,0.06
CYP51,CYP188,0.06
CYP51,CYP189,0.06
CYP51,CYP190,0.06
CYP51,CYP191,0.06
CYP51,CYP243,0.035
CYP51,CYP268,0.055
CYP51,CYP272,0.025
CYP51,CYP279,0.055
CYP51,CYP282,0.01
CYP51,CYP291,0.035
CYP51,New_family_1,0.24
CYP51,New_family_2,0.04
CYP51,New_family_3,0.01
CYP51,New_family_4,0.005
CYP51,New_family_5,0.01
New_family_1,CYP102,0.005
New_family_1,CYP1027,0.015
New_family_1,CYP1034,0.02
New_family_1,CYP105,0.06
New_family_1,CYP107,0.015
New_family_1,CYP108,0.06
New_family_1,CYP121,0.185
New_family_1,CYP123,0.235
New_family_1,CYP124,0.245
New_family_1,CYP125,0.085
New_family_1,CYP126,0.08
New_family_1,CYP128,0.18
New_family_1,CYP130,0.22
New_family_1,CYP135,0.21
New_family_1,CYP136,0.245
New_family_1,CYP137,0.185
New_family_1,CYP138,0.245
New_family_1,CYP139,0.21
New_family_1,CYP140,0.245
New_family_1,CYP141,0.155
New_family_1,CYP142,0.235
New_family_1,CYP143,0.215
New_family_1,CYP144,0.245
New_family_1,CYP150,0.06
New_family_1,CYP151,0.02
New_family_1,CYP153,0.005
New_family_1,CYP164,0.055
New_family_1,CYP185,0.055
New_family_1,CYP186,0.015
New_family_1,CYP187,0.06
New_family_1,CYP188,0.06
New_family_1,CYP189,0.06
New_family_1,CYP190,0.06
New_family_1,CYP191,0.06
New_family_1,CYP243,0.035
New_family_1,CYP268,0.055
New_family_1,CYP272,0.025
New_family_1,CYP279,0.055
New_family_1,CYP282,0.01
New_family_1,CYP291,0.035
New_family_1,CYP51,0.24
New_family_1,New_family_2,0.04
New_family_1,New_family_3,0.01
New_family_1,New_family_4,0.005
New_family_1,New_family_5,0.01
New_family_2,CYP1027,0.015
New_family_2,CYP1034,0.02
New_family_2,CYP105,0.04
New_family_2,CYP108,0.04
New_family_2,CYP123,0.04
New_family_2,CYP124,0.04
New_family_2,CYP125,0.04
New_family_2,CYP126,0.04
New_family_2,CYP130,0.04
New_family_2,CYP135,0.005
New_family_2,CYP136,0.04
New_family_2,CYP138,0.04
New_family_2,CYP139,0.025
New_family_2,CYP140,0.04
New_family_2,CYP142,0.04
New_family_2,CYP143,0.03
New_family_2,CYP144,0.04
New_family_2,CYP150,0.04
New_family_2,CYP153,0.005
New_family_2,CYP164,0.04
New_family_2,CYP185,0.035
New_family_2,CYP187,0.04
New_family_2,CYP188,0.04
New_family_2,CYP189,0.04
New_family_2,CYP190,0.04
New_family_2,CYP191,0.04
New_family_2,CYP243,0.035
New_family_2,CYP268,0.035
New_family_2,CYP272,0.025
New_family_2,CYP279,0.04
New_family_2,CYP282,0.005
New_family_2,CYP291,0.035
New_family_2,CYP51,0.04
New_family_2,New_family_1,0.04
New_family_2,New_family_4,0.005
New_family_3,CYP105,0.01
New_family_3,CYP107,0.01
New_family_3,CYP108,0.01
New_family_3,CYP123,0.01
New_family_3,CYP124,0.01
New_family_3,CYP125,0.01
New_family_3,CYP126,0.01
New_family_3,CYP130,0.01
New_family_3,CYP135,0.01
New_family_3,CYP136,0.01
New_family_3,CYP138,0.01
New_family_3,CYP140,0.01
New_family_3,CYP142,0.01
New_family_3,CYP144,0.01
New_family_3,CYP150,0.01
New_family_3,CYP151,0.01
New_family_3,CYP164,0.01
New_family_3,CYP185,0.01
New_family_3,CYP186,0.01
New_family_3,CYP187,0.01
New_family_3,CYP188,0.01
New_family_3,CYP189,0.01
New_family_3,CYP190,0.01
New_family_3,CYP191,0.01
New_family_3,CYP268,0.01
New_family_3,CYP279,0.01
New_family_3,CYP51,0.01
New_family_3,New_family_1,0.01
New_family_3,New_family_5,0.01
New_family_4,CYP1027,0.005
New_family_4,CYP105,0.005
New_family_4,CYP108,0.005
New_family_4,CYP123,0.005
New_family_4,CYP124,0.005
New_family_4,CYP125,0.005
New_family_4,CYP126,0.005
New_family_4,CYP130,0.005
New_family_4,CYP135,0.005
New_family_4,CYP136,0.005
New_family_4,CYP138,0.005
New_family_4,CYP140,0.005
New_family_4,CYP142,0.005
New_family_4,CYP144,0.005
New_family_4,CYP150,0.005
New_family_4,CYP164,0.005
New_family_4,CYP185,0.005
New_family_4,CYP187,0.005
New_family_4,CYP188,0.005
New_family_4,CYP189,0.005
New_family_4,CYP190,0.005
New_family_4,CYP191,0.005
New_family_4,CYP279,0.005
New_family_4,CYP282,0.005
New_family_4,CYP51,0.005
New_family_4,New_family_1,0.005
New_family_4,New_family_2,0.005
New_family_5,CYP105,0.01
New_family_5,CYP107,0.01
New_family_5,CYP108,0.01
New_family_5,CYP123,0.01
New_family_5,CYP124,0.01
New_family_5,CYP125,0.01
New_family_5,CYP126,0.01
New_family_5,CYP130,0.01
New_family_5,CYP135,0.01
New_family_5,CYP136,0.01
New_family_5,CYP138,0.01
New_family_5,CYP140,0.01
New_family_5,CYP142,0.01
New_family_5,CYP144,0.01
New_family_5,CYP150,0.01
New_family_5,CYP151,0.01
New_family_5,CYP164,0.01
New_family_5,CYP185,0.01
New_family_5,CYP186,0.01
New_family_5,CYP187,0.01
New_family_5,CYP188,0.01
New_family_5,CYP189,0.01
New_family_5,CYP190,0.01
New_family_5,CYP191,0.01
New_family_5,CYP268,0.01
New_family_5,CYP279,0.01
New_family_5,CYP51,0.01
New_family_5,New_family_1,0.01
New_family_5,New_family_3,0.01
